S.NO,YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NO OF VOTERS (MARGIN),VOTE %,TOTAL NO OF VOTE CASTED,,,,
14875,2014,Uttar Pradesh,Mainpuri,21,Mukesh Kumar,M,IND,N/A,1653058,1652142,0.1,916,,,,
14876,2014,Uttar Pradesh,Mainpuri,21,Rajeshwari,F,IND,N/A,1653058,1651312,0.1,1746,,,,
14877,2014,Uttar Pradesh,Mainpuri,21,Abu Nasim Pathan,M,PECP,N/A,1653058,1650963,0.1,2095,,,,
14878,2014,Uttar Pradesh,Mainpuri,21,Hakim Singh,M,IND,N/A,1653058,1650779,0.1,2279,,,,
14879,2014,Uttar Pradesh,Mainpuri,21,Mukesh Kumar Shakya,M,IND,N/A,1653058,1650516,0.2,2542,,,,
14880,2014,Uttar Pradesh,Mainpuri,21,Baba Hardev Singh,M,AAAP,,1653058,1647470,0.3,5588,,,,
14881,2014,Uttar Pradesh,Mainpuri,21,Alok Nandan,M,IND,N/A,1653058,1647413,0.3,5645,,,,
14882,2014,Uttar Pradesh,Mainpuri,21,None Of The Above,NULL,NOTA,N/A,1653058,1646735,0.4,6323,,,,
14883,2014,Uttar Pradesh,Mainpuri,21,Dr. Sanghmitra Maurya,F,BSP,N/A,1653058,1510225,8.6,142833,,,,
14884,2014,Uttar Pradesh,Mainpuri,21,Shatrughan Singh Chauhan,M,BJP,N/A,1653058,1421806,14,231252,,,,
14885,2014,Uttar Pradesh,Mainpuri,21,Mulayam Singh Yadav,M,SP,N/A,1653058,1057140,36,595918,,,,
14886,2014,Uttar Pradesh,Etah,22,Rajendra,M,BRAVP,N/A,1577457,1576436,0.1,1021,,,,
14887,2014,Uttar Pradesh,Etah,22,Danveer,M,IND,N/A,1577457,1576124,0.1,1333,,,,
14888,2014,Uttar Pradesh,Etah,22,Vinay,F,BSCP,N/A,1577457,1575449,0.1,2008,,,,
14889,2014,Uttar Pradesh,Etah,22,Thakur Hemendra Veer Singh,M,SSKP,N/A,1577457,1575423,0.1,2034,,,,
14890,2014,Uttar Pradesh,Etah,22,Hans Raj Singh,M,AAAP,,1577457,1575271,0.1,2186,,,,
14891,2014,Uttar Pradesh,Etah,22,Rajveer Singh,M,IND,N/A,1577457,1571609,0.4,5848,,,,
14892,2014,Uttar Pradesh,Etah,22,None Of The Above,NULL,NOTA,N/A,1577457,1571256,0.4,6201,,,,
14893,2014,Uttar Pradesh,Etah,22,Rakesh Gandhi,M,IND,N/A,1577457,1570334,0.5,7123,,,,
14894,2014,Uttar Pradesh,Etah,22,Th. Jogindra Singh Bhadoriya,M,MD,N/A,1577457,1565012,0.8,12445,,,,
14895,2014,Uttar Pradesh,Etah,22,Noor Mohammad Khan,M,BSP,N/A,1577457,1440330,8.7,137127,,,,
14896,2014,Uttar Pradesh,Etah,22,Ku. Devendra Singh Yadav,M,SP,N/A,1577457,1303480,17.4,273977,,,,
14897,2014,Uttar Pradesh,Etah,22,Rajveer Singh (Raju Bhaiya),M,BJP,N/A,1577457,1102479,30.1,474978,,,,
14898,2014,Uttar Pradesh,Badaun,23,Madan Lal,M,NP,N/A,1769145,1768354,0,791,,,,
14899,2014,Uttar Pradesh,Badaun,23,Virendra Pal Gupta,M,RVNP,N/A,1769145,1768335,0,810,,,,
14900,2014,Uttar Pradesh,Badaun,23,Mahendra Pal,M,BSCP,N/A,1769145,1768285,0,860,,,,
14901,2014,Uttar Pradesh,Badaun,23,Santosh Kumar Gupta (Satymargi),M,RPI(A),N/A,1769145,1767697,0.1,1448,,,,
14902,2014,Uttar Pradesh,Badaun,23,Anil Kumar Sharma,M,LPI(V),N/A,1769145,1767152,0.1,1993,,,,
14903,2014,Uttar Pradesh,Badaun,23,Reena,F,RSMD,N/A,1769145,1767080,0.1,2065,,,,
14904,2014,Uttar Pradesh,Badaun,23,Hema Mehra,F,AAAP,,1769145,1766284,0.2,2861,,,,
14905,2014,Uttar Pradesh,Badaun,23,Ajeet Pal Singh,M,PECP,N/A,1769145,1765724,0.2,3421,,,,
14906,2014,Uttar Pradesh,Badaun,23,Har Bhagwan,M,IND,N/A,1769145,1765062,0.2,4083,,,,
14907,2014,Uttar Pradesh,Badaun,23,Atul Kumar,M,IND,N/A,1769145,1764950,0.2,4195,,,,
14908,2014,Uttar Pradesh,Badaun,23,Munshi Lal,M,IND,N/A,1769145,1763494,0.3,5651,,,,
14909,2014,Uttar Pradesh,Badaun,23,Paglanand,M,MD,N/A,1769145,1763397,0.3,5748,,,,
14910,2014,Uttar Pradesh,Badaun,23,None Of The Above,NULL,NOTA,N/A,1769145,1762859,0.4,6286,,,,
14911,2014,Uttar Pradesh,Badaun,23,Akmal Khan Urf Chaman,M,BSP,N/A,1769145,1612172,8.9,156973,,,,
14912,2014,Uttar Pradesh,Badaun,23,Vagish Pathak,M,BJP,N/A,1769145,1437114,18.8,332031,,,,
14913,2014,Uttar Pradesh,Badaun,23,Dharmendra Yadav,M,SP,N/A,1769145,1270767,28.2,498378,,,,
14914,2014,Uttar Pradesh,Aonla,24,Jitendra Singh Yadav,M,NAP,N/A,1653577,1652722,0.1,855,,,,
14915,2014,Uttar Pradesh,Aonla,24,Om Veer,M,BRVP,N/A,1653577,1652425,0.1,1152,,,,
14916,2014,Uttar Pradesh,Aonla,24,Pramod Kumar Yadav,M,BKrD,N/A,1653577,1652388,0.1,1189,,,,
14917,2014,Uttar Pradesh,Aonla,24,Mohd. Zarrar Khan,M,BNIP,N/A,1653577,1652137,0.1,1440,,,,
14918,2014,Uttar Pradesh,Aonla,24,Naresh Singh Solanki,M,AAAP,,1653577,1651273,0.1,2304,,,,
14919,2014,Uttar Pradesh,Aonla,24,Irshad Ansari Advocate,M,PECP,N/A,1653577,1650880,0.2,2697,,,,
14920,2014,Uttar Pradesh,Aonla,24,Captain P.C. Sharma,M,JKM,N/A,1653577,1650866,0.2,2711,,,,
14921,2014,Uttar Pradesh,Aonla,24,Arshadurraza Khan,M,IND,N/A,1653577,1650558,0.2,3019,,,,
14922,2014,Uttar Pradesh,Aonla,24,Yogendra Kumar Verma,M,ABHM,,1653577,1649245,0.3,4332,,,,
14923,2014,Uttar Pradesh,Aonla,24,None Of The Above,NULL,NOTA,N/A,1653577,1643081,0.6,10496,,,,
14924,2014,Uttar Pradesh,Aonla,24,Saleem Iqbal Shervani,M,INC,N/A,1653577,1559716,5.7,93861,,,,
14925,2014,Uttar Pradesh,Aonla,24,Sunita Shakya,F,BSP,N/A,1653577,1463377,11.5,190200,,,,
14926,2014,Uttar Pradesh,Aonla,24,Kunwar Sarvraj Singh,M,SP,N/A,1653577,1382099,16.4,271478,,,,
14927,2014,Uttar Pradesh,Aonla,24,Dharmendra Kumar,M,BJP,N/A,1653577,1243670,24.8,409907,,,,
14928,2014,Uttar Pradesh,Bareilly,25,Laeek Ahmad,M,NAP,N/A,1664081,1663362,0,719,,,,
14929,2014,Uttar Pradesh,Bareilly,25,Javed Khan,M,IND,N/A,1664081,1663117,0.1,964,,,,
14930,2014,Uttar Pradesh,Bareilly,25,Lotan Singh Patel,M,IND,N/A,1664081,1662679,0.1,1402,,,,
14931,2014,Uttar Pradesh,Bareilly,25,Manoj Vikat,M,IND,N/A,1664081,1662514,0.1,1567,,,,
14932,2014,Uttar Pradesh,Bareilly,25,Kamal Kishore Engineer,M,IND,N/A,1664081,1662275,0.1,1806,,,,
14933,2014,Uttar Pradesh,Bareilly,25,Sayad Rashid Ali,M,IND,N/A,1664081,1662196,0.1,1885,,,,
14934,2014,Uttar Pradesh,Bareilly,25,Netram,M,IND,N/A,1664081,1662043,0.1,2038,,,,
14935,2014,Uttar Pradesh,Bareilly,25,Aslam Advocate,M,PECP,N/A,1664081,1660743,0.2,3338,,,,
14936,2014,Uttar Pradesh,Bareilly,25,Sunil Kumar,M,AAAP,,1664081,1660378,0.2,3703,,,,
14937,2014,Uttar Pradesh,Bareilly,25,None Of The Above,NULL,NOTA,N/A,1664081,1657344,0.4,6737,,,,
14938,2014,Uttar Pradesh,Bareilly,25,Massarat Warsi (Pappu Bhai),M,CPI,N/A,1664081,1656442,0.5,7639,,,,
14939,2014,Uttar Pradesh,Bareilly,25,Praveen Singh Aron,M,INC,N/A,1664081,1579868,5.1,84213,,,,
14940,2014,Uttar Pradesh,Bareilly,25,Umesh Gautam,M,BSP,N/A,1664081,1558032,6.4,106049,,,,
14941,2014,Uttar Pradesh,Bareilly,25,Ayesha Islam,F,SP,N/A,1664081,1386508,16.7,277573,,,,
14942,2014,Uttar Pradesh,Bareilly,25,Santosh Kumar Gangwar,M,BJP,N/A,1664081,1145823,31.1,518258,,,,
14943,2014,Uttar Pradesh,Pilibhit,26,Sanjay Kumar,M,NAP,N/A,1671154,1669894,0.1,1260,,,,
14944,2014,Uttar Pradesh,Pilibhit,26,Araman Khan,M,IND,N/A,1671154,1668984,0.1,2170,,,,
14945,2014,Uttar Pradesh,Pilibhit,26,Mohd Naeem Ansari,M,IND,N/A,1671154,1668537,0.2,2617,,,,
14946,2014,Uttar Pradesh,Pilibhit,26,Nilima Sharma,F,PECP,N/A,1671154,1668484,0.2,2670,,,,
14947,2014,Uttar Pradesh,Pilibhit,26,Ravindra Kumar Devnath,M,IND,N/A,1671154,1668009,0.2,3145,,,,
14948,2014,Uttar Pradesh,Pilibhit,26,Ram Autar,M,CPI(ML)(L),N/A,1671154,1667967,0.2,3187,,,,
14949,2014,Uttar Pradesh,Pilibhit,26,Rajeev Agrawal,M,AAAP,,1671154,1665607,0.3,5547,,,,
14950,2014,Uttar Pradesh,Pilibhit,26,Munesh Singh,M,IND,N/A,1671154,1665003,0.4,6151,,,,
14951,2014,Uttar Pradesh,Pilibhit,26,None Of The Above,NULL,NOTA,N/A,1671154,1659633,0.7,11521,,,,
14952,2014,Uttar Pradesh,Pilibhit,26,Sanjay Kapoor,M,INC,N/A,1671154,1641985,1.7,29169,,,,
14953,2014,Uttar Pradesh,Pilibhit,26,Anis Ahmad Khan Alias Phool Babu,M,BSP,N/A,1671154,1474860,11.7,196294,,,,
14954,2014,Uttar Pradesh,Pilibhit,26,Budhsen Verma,M,SP,N/A,1671154,1431272,14.4,239882,,,,
14955,2014,Uttar Pradesh,Pilibhit,26,Maneka Sanjay Gandhi,F,BJP,N/A,1671154,1124220,32.7,546934,,,,
14956,2014,Uttar Pradesh,Shahjahanpur,27,Mevaram,M,NAP,N/A,1979294,1978189,0.1,1105,,,,
14957,2014,Uttar Pradesh,Shahjahanpur,27,Pyare Alias Rajkumar Gautam,M,VIP,N/A,1979294,1977916,0.1,1378,,,,
14958,2014,Uttar Pradesh,Shahjahanpur,27,Rammurti,M,BKrD,N/A,1979294,1977910,0.1,1384,,,,
14959,2014,Uttar Pradesh,Shahjahanpur,27,Ramlal Verma,M,BMUP,N/A,1979294,1977681,0.1,1613,,,,
14960,2014,Uttar Pradesh,Shahjahanpur,27,Rakesh,M,IND,N/A,1979294,1976772,0.1,2522,,,,
14961,2014,Uttar Pradesh,Shahjahanpur,27,Kishan Lal,M,LD,N/A,1979294,1976504,0.1,2790,,,,
14962,2014,Uttar Pradesh,Shahjahanpur,27,Smt Reeta Singh Alias Reeta Bharti,F,AAAP,,1979294,1975684,0.2,3610,,,,
14963,2014,Uttar Pradesh,Shahjahanpur,27,Roshan Lal Alias Roshan Kanaujiya,M,IND,N/A,1979294,1971423,0.4,7871,,,,
14964,2014,Uttar Pradesh,Shahjahanpur,27,None Of The Above,NULL,NOTA,N/A,1979294,1969330,0.5,9964,,,,
14965,2014,Uttar Pradesh,Shahjahanpur,27,Sunita Sujata Nagpal,F,PECP,N/A,1979294,1966349,0.7,12945,,,,
14966,2014,Uttar Pradesh,Shahjahanpur,27,Chetram,M,INC,N/A,1979294,1952283,1.4,27011,,,,
14967,2014,Uttar Pradesh,Shahjahanpur,27,Mithilesh Kumar,M,SP,N/A,1979294,1736381,12.3,242913,,,,
14968,2014,Uttar Pradesh,Shahjahanpur,27,Umed Singh Kashyap,M,BSP,N/A,1979294,1689691,14.6,289603,,,,
14969,2014,Uttar Pradesh,Shahjahanpur,27,Krishna Raj,F,BJP,N/A,1979294,1454162,26.5,525132,,,,
14970,2014,Uttar Pradesh,Kheri,28,Ramgopal Mishra,M,IND,N/A,1679466,1676858,0.2,2608,,,,
14971,2014,Uttar Pradesh,Kheri,28,Dinesh Kumar,M,BMUP,N/A,1679466,1676605,0.2,2861,,,,
14972,2014,Uttar Pradesh,Kheri,28,Ashraf Ali,M,PECP,N/A,1679466,1676342,0.2,3124,,,,
14973,2014,Uttar Pradesh,Kheri,28,Ashok,M,AAAP,,1679466,1676301,0.2,3165,,,,
14974,2014,Uttar Pradesh,Kheri,28,Krishna Adhikari,F,CPI(ML)(L),N/A,1679466,1676236,0.2,3230,,,,
14975,2014,Uttar Pradesh,Kheri,28,Rameshwari,F,IND,N/A,1679466,1675952,0.2,3514,,,,
14976,2014,Uttar Pradesh,Kheri,28,None Of The Above,NULL,NOTA,N/A,1679466,1667435,0.7,12031,,,,
14977,2014,Uttar Pradesh,Kheri,28,Vipnesh,M,CPI,N/A,1679466,1663065,1,16401,,,,
14978,2014,Uttar Pradesh,Kheri,28,Ravi Prakash Verma,M,SP,N/A,1679466,1519354,9.5,160112,,,,
14979,2014,Uttar Pradesh,Kheri,28,Zafar Ali Naqvi,M,INC,N/A,1679466,1495526,11,183940,,,,
14980,2014,Uttar Pradesh,Kheri,28,Arvind Giri,M,BSP,N/A,1679466,1391162,17.2,288304,,,,
14981,2014,Uttar Pradesh,Kheri,28,Ajay Kumar,M,BJP,N/A,1679466,1280888,23.7,398578,,,,
14982,2014,Uttar Pradesh,Dhaurahra,29,Rajendra Kumar Singh,M,PECP,N/A,1558041,1556311,0.1,1730,,,,
14983,2014,Uttar Pradesh,Dhaurahra,29,Mala Devi,F,VIP,N/A,1558041,1556112,0.1,1929,,,,
14984,2014,Uttar Pradesh,Dhaurahra,29,Ram Bali,M,CPIM,N/A,1558041,1555897,0.1,2144,,,,
14985,2014,Uttar Pradesh,Dhaurahra,29,Kirti Singh,F,SHS,N/A,1558041,1555253,0.2,2788,,,,
14986,2014,Uttar Pradesh,Dhaurahra,29,Vijay Kumar Tiwari,M,IND,N/A,1558041,1554708,0.2,3333,,,,
14987,2014,Uttar Pradesh,Dhaurahra,29,Swami Dayal,M,IND,N/A,1558041,1554550,0.2,3491,,,,
14988,2014,Uttar Pradesh,Dhaurahra,29,Vivek Mishra,M,NAP,N/A,1558041,1554296,0.2,3745,,,,
14989,2014,Uttar Pradesh,Dhaurahra,29,Sukhvindra Singh,M,NBDP,N/A,1558041,1554020,0.3,4021,,,,
14990,2014,Uttar Pradesh,Dhaurahra,29,Ajay Verma,M,BJKD,N/A,1558041,1551897,0.4,6144,,,,
14991,2014,Uttar Pradesh,Dhaurahra,29,None Of The Above,NULL,NOTA,N/A,1558041,1549903,0.5,8138,,,,
14992,2014,Uttar Pradesh,Dhaurahra,29,Anand Kumar,M,NCP,N/A,1558041,1548074,0.6,9967,,,,
14993,2014,Uttar Pradesh,Dhaurahra,29,Lekhraj,M,AITC,,1558041,1545265,0.8,12776,,,,
14994,2014,Uttar Pradesh,Dhaurahra,29,Kuwar Jitin Prasad,M,INC,N/A,1558041,1387047,11,170994,,,,
14995,2014,Uttar Pradesh,Dhaurahra,29,Anand Bhadauriya,M,SP,N/A,1558041,1324009,15,234032,,,,
14996,2014,Uttar Pradesh,Dhaurahra,29,Daud Ahmad,M,BSP,N/A,1558041,1323359,15.1,234682,,,,
14997,2014,Uttar Pradesh,Dhaurahra,29,Rekha,F,BJP,N/A,1558041,1197684,23.1,360357,,,,
14998,2014,Uttar Pradesh,Sitapur,30,Sant Kumar,M,CPIM,N/A,1550263,1548719,0.1,1544,,,,
14999,2014,Uttar Pradesh,Sitapur,30,Chaudhary Lal Baghel,M,BMUP,N/A,1550263,1548271,0.1,1992,,,,
15000,2014,Uttar Pradesh,Sitapur,30,Eraj Beg,M,NEP,N/A,1550263,1548068,0.1,2195,,,,
15001,2014,Uttar Pradesh,Sitapur,30,R. K. Misra,M,NBDP,N/A,1550263,1548058,0.1,2205,,,,
15002,2014,Uttar Pradesh,Sitapur,30,Shefali Misra,F,AAAP,,1550263,1547944,0.1,2319,,,,
15003,2014,Uttar Pradesh,Sitapur,30,Sanjay Tiwari,M,NAP,N/A,1550263,1547890,0.2,2373,,,,
15004,2014,Uttar Pradesh,Sitapur,30,Ram Avtar Nishad,M,jhspt,N/A,1550263,1547759,0.2,2504,,,,
15005,2014,Uttar Pradesh,Sitapur,30,Jagmohan Singh Verma,M,AIFB,,1550263,1547713,0.2,2550,,,,
15006,2014,Uttar Pradesh,Sitapur,30,Pushpa Devi,F,IND,N/A,1550263,1546688,0.2,3575,,,,
15007,2014,Uttar Pradesh,Sitapur,30,Turab Ali,M,IND,N/A,1550263,1543617,0.4,6646,,,,
15008,2014,Uttar Pradesh,Sitapur,30,Jagdish Narayan Shukla,M,AITC,,1550263,1542174,0.5,8089,,,,
15009,2014,Uttar Pradesh,Sitapur,30,Suchita Kumar,F,IND,N/A,1550263,1541304,0.6,8959,,,,
15010,2014,Uttar Pradesh,Sitapur,30,None Of The Above,NULL,NOTA,N/A,1550263,1537581,0.8,12682,,,,
15011,2014,Uttar Pradesh,Sitapur,30,Vaishali Ali,F,INC,N/A,1550263,1521159,1.9,29104,,,,
15012,2014,Uttar Pradesh,Sitapur,30,Bharat Tripathi,M,SP,N/A,1550263,1394093,10.1,156170,,,,
15013,2014,Uttar Pradesh,Sitapur,30,Kaiser Jahan,F,BSP,N/A,1550263,1183744,23.6,366519,,,,
15014,2014,Uttar Pradesh,Sitapur,30,Rajesh Verma,M,BJP,N/A,1550263,1132717,26.9,417546,,,,
15015,2014,Uttar Pradesh,Hardoi,31,Sanjay Kumar,M,BKrD,N/A,1714388,1713558,0,830,,,,
15016,2014,Uttar Pradesh,Hardoi,31,Ramlakhan Gautam,M,ISSP,N/A,1714388,1713554,0,834,,,,
15017,2014,Uttar Pradesh,Hardoi,31,Santram,M,BMUP,N/A,1714388,1713092,0.1,1296,,,,
15018,2014,Uttar Pradesh,Hardoi,31,Rampal,M,IND,N/A,1714388,1713062,0.1,1326,,,,
15019,2014,Uttar Pradesh,Hardoi,31,Ramdayal,M,PECP,N/A,1714388,1712812,0.1,1576,,,,
15020,2014,Uttar Pradesh,Hardoi,31,Hira Lal Verma,M,AAAP,,1714388,1712719,0.1,1669,,,,
15021,2014,Uttar Pradesh,Hardoi,31,Chandrapal,M,BRPP,N/A,1714388,1712385,0.1,2003,,,,
15022,2014,Uttar Pradesh,Hardoi,31,Saroj Kumar,M,IND,N/A,1714388,1711101,0.2,3287,,,,
15023,2014,Uttar Pradesh,Hardoi,31,Sunil Bharti,M,IND,N/A,1714388,1710343,0.2,4045,,,,
15024,2014,Uttar Pradesh,Hardoi,31,Sarvesh,M,IND,N/A,1714388,1710258,0.2,4130,,,,
15025,2014,Uttar Pradesh,Hardoi,31,Shivekumar,M,IND,N/A,1714388,1709648,0.3,4740,,,,
15026,2014,Uttar Pradesh,Hardoi,31,None Of The Above,NULL,NOTA,N/A,1714388,1706728,0.4,7660,,,,
15027,2014,Uttar Pradesh,Hardoi,31,Sarvesh Kumar,M,INC,N/A,1714388,1691090,1.4,23298,,,,
15028,2014,Uttar Pradesh,Hardoi,31,Usha Verma,F,SP,N/A,1714388,1437845,16.1,276543,,,,
15029,2014,Uttar Pradesh,Hardoi,31,Shive Prasad Verma,M,BSP,N/A,1714388,1435230,16.3,279158,,,,
15030,2014,Uttar Pradesh,Hardoi,31,Anshul Verma,M,BJP,N/A,1714388,1353887,21,360501,,,,
15031,2014,Uttar Pradesh,Misrikh,32,Mansharam Gautam,M,CPIM,N/A,1725589,1724885,0,704,,,,
15032,2014,Uttar Pradesh,Misrikh,32,Nagpal,M,BKrD,N/A,1725589,1724742,0,847,,,,
15033,2014,Uttar Pradesh,Misrikh,32,Rajesh Kumar S/O Babooram,M,IND,N/A,1725589,1724638,0.1,951,,,,
15034,2014,Uttar Pradesh,Misrikh,32,Harinam,M,SP(I),N/A,1725589,1724586,0.1,1003,,,,
15035,2014,Uttar Pradesh,Misrikh,32,Rajesh Kumar S/O Parmeshwar Deen,M,BRPP,N/A,1725589,1724431,0.1,1158,,,,
15036,2014,Uttar Pradesh,Misrikh,32,Shabnum,F,IND,N/A,1725589,1723804,0.1,1785,,,,
15037,2014,Uttar Pradesh,Misrikh,32,Rampal,M,IND,N/A,1725589,1723355,0.1,2234,,,,
15038,2014,Uttar Pradesh,Misrikh,32,Kanedi,M,BMUP,N/A,1725589,1722816,0.2,2773,,,,
15039,2014,Uttar Pradesh,Misrikh,32,Swadesh Kumar,M,IND,N/A,1725589,1722619,0.2,2970,,,,
15040,2014,Uttar Pradesh,Misrikh,32,Hans Mukhi Katheria,F,IND,N/A,1725589,1716954,0.5,8635,,,,
15041,2014,Uttar Pradesh,Misrikh,32,None Of The Above,NULL,NOTA,N/A,1725589,1715956,0.6,9633,,,,
15042,2014,Uttar Pradesh,Misrikh,32,Om Prakash,M,INC,N/A,1725589,1692514,1.9,33075,,,,
15043,2014,Uttar Pradesh,Misrikh,32,Jai Prakash,M,SP,N/A,1725589,1530830,11.3,194759,,,,
15044,2014,Uttar Pradesh,Misrikh,32,Ashok Kumar Rawat,M,BSP,N/A,1725589,1400377,18.8,325212,,,,
15045,2014,Uttar Pradesh,Misrikh,32,Anju Bala,F,BJP,N/A,1725589,1313014,23.9,412575,,,,
15046,2014,Uttar Pradesh,Unnao,33,Roop Narayan Singh,M,BSCP,N/A,2164392,2162574,0.1,1818,,,,
15047,2014,Uttar Pradesh,Unnao,33,Anil Kumar Mishra,M,SP(I),N/A,2164392,2162511,0.1,1881,,,,
15048,2014,Uttar Pradesh,Unnao,33,Shalu Dharmendra Yadav,F,SARP,N/A,2164392,2161952,0.1,2440,,,,
15049,2014,Uttar Pradesh,Unnao,33,Chetram Pasi,M,RPI(A),N/A,2164392,2161800,0.1,2592,,,,
15050,2014,Uttar Pradesh,Unnao,33,Rakesh Kumar,M,BMUP,N/A,2164392,2161621,0.1,2771,,,,
15051,2014,Uttar Pradesh,Unnao,33,Anil Kumar,M,IND,N/A,2164392,2161178,0.1,3214,,,,
15052,2014,Uttar Pradesh,Unnao,33,Sumit Tewari,M,NBDP,N/A,2164392,2160994,0.2,3398,,,,
15053,2014,Uttar Pradesh,Unnao,33,Shivnath,M,IND,N/A,2164392,2160920,0.2,3472,,,,
15054,2014,Uttar Pradesh,Unnao,33,Shivkant,M,IND,N/A,2164392,2160414,0.2,3978,,,,
15055,2014,Uttar Pradesh,Unnao,33,Rajnikant,M,IND,N/A,2164392,2160405,0.2,3987,,,,
15056,2014,Uttar Pradesh,Unnao,33,Mohammad Amir Khan,M,IND,N/A,2164392,2160244,0.2,4148,,,,
15057,2014,Uttar Pradesh,Unnao,33,Arvind Kumar,M,AAAP,,2164392,2160178,0.2,4214,,,,
15058,2014,Uttar Pradesh,Unnao,33,Sukhdev,M,MwSP,N/A,2164392,2159991,0.2,4401,,,,
15059,2014,Uttar Pradesh,Unnao,33,None Of The Above,NULL,NOTA,N/A,2164392,2159766,0.2,4626,,,,
15060,2014,Uttar Pradesh,Unnao,33,Akhilesh Kumar,M,CPIM,N/A,2164392,2159264,0.2,5128,,,,
15061,2014,Uttar Pradesh,Unnao,33,Girja Shankar @ Raju,M,SWPI,N/A,2164392,2158521,0.3,5871,,,,
15062,2014,Uttar Pradesh,Unnao,33,Rameshwar,M,IND,N/A,2164392,2155115,0.4,9277,,,,
15063,2014,Uttar Pradesh,Unnao,33,Anil Kumar Chaudhary,M,IND,N/A,2164392,2154774,0.4,9618,,,,
15064,2014,Uttar Pradesh,Unnao,33,Annu Tandon,F,INC,N/A,2164392,1967294,9.1,197098,,,,
15065,2014,Uttar Pradesh,Unnao,33,Brajesh Pathak,M,BSP,N/A,2164392,1964216,9.2,200176,,,,
15066,2014,Uttar Pradesh,Unnao,33,Arun Shankar Shukla,M,SP,N/A,2164392,1955731,9.6,208661,,,,
15067,2014,Uttar Pradesh,Unnao,33,Sakshi Maharaj,M,BJP,N/A,2164392,1645558,24,518834,,,,
15068,2014,Uttar Pradesh,Mohanlalganj,34,Om Prakash,M,PECP,N/A,1838194,1836767,0.1,1427,,,,
15069,2014,Uttar Pradesh,Mohanlalganj,34,Jagdish Prasad Gautam,M,MwSP,N/A,1838194,1836700,0.1,1494,,,,
15070,2014,Uttar Pradesh,Mohanlalganj,34,Mahendra Kumar Rawat,M,ASaP,N/A,1838194,1836577,0.1,1617,,,,
15071,2014,Uttar Pradesh,Mohanlalganj,34,Brijlal,M,SARP,N/A,1838194,1836562,0.1,1632,,,,
15072,2014,Uttar Pradesh,Mohanlalganj,34,Meena Rawat,F,NAP,N/A,1838194,1836412,0.1,1782,,,,
15073,2014,Uttar Pradesh,Mohanlalganj,34,Gopal Kanaujiya,M,RPI(A),N/A,1838194,1836368,0.1,1826,,,,
15074,2014,Uttar Pradesh,Mohanlalganj,34,Gautam Bharti,M,RRP,N/A,1838194,1835969,0.1,2225,,,,
15075,2014,Uttar Pradesh,Mohanlalganj,34,Meera Devi,F,MaSPa,N/A,1838194,1835769,0.1,2425,,,,
15076,2014,Uttar Pradesh,Mohanlalganj,34,Shatrohanlal Rawat,M,IND,N/A,1838194,1833980,0.2,4214,,,,
15077,2014,Uttar Pradesh,Mohanlalganj,34,Santosh Kumar Dharkar,M,INL,N/A,1838194,1833914,0.2,4280,,,,
15078,2014,Uttar Pradesh,Mohanlalganj,34,None Of The Above,NULL,NOTA,N/A,1838194,1833486,0.3,4708,,,,
15079,2014,Uttar Pradesh,Mohanlalganj,34,Amit Rawat,M,AITC,,1838194,1833079,0.3,5115,,,,
15080,2014,Uttar Pradesh,Mohanlalganj,34,Reena Chaudhary,F,IND,N/A,1838194,1831890,0.3,6304,,,,
15081,2014,Uttar Pradesh,Mohanlalganj,34,Mahesh Kumar,M,IND,N/A,1838194,1830782,0.4,7412,,,,
15082,2014,Uttar Pradesh,Mohanlalganj,34,Sunil Gautam,M,AAAP,,1838194,1828163,0.5,10031,,,,
15083,2014,Uttar Pradesh,Mohanlalganj,34,Narendra Gautam,M,INC,N/A,1838194,1785596,2.9,52598,,,,
15084,2014,Uttar Pradesh,Mohanlalganj,34,Sushila Saroj,F,SP,N/A,1838194,1595828,13.2,242366,,,,
15085,2014,Uttar Pradesh,Mohanlalganj,34,R.K Chaudhary,M,BSP,N/A,1838194,1528336,16.9,309858,,,,
15086,2014,Uttar Pradesh,Mohanlalganj,34,Kaushal Kishore,M,BJP,N/A,1838194,1382920,24.8,455274,,,,
15087,2014,Uttar Pradesh,Lucknow,35,Ghanshyam Singh,M,IND,N/A,1949956,1949674,0,282,,,,
15088,2014,Uttar Pradesh,Lucknow,35,Yogesh Chandra Bhatt,M,IND,N/A,1949956,1949619,0,337,,,,
15089,2014,Uttar Pradesh,Lucknow,35,Rabi Dubey,M,NEP,N/A,1949956,1949595,0,361,,,,
15090,2014,Uttar Pradesh,Lucknow,35,Adarsh Shastri,M,IND,N/A,1949956,1949567,0,389,,,,
15091,2014,Uttar Pradesh,Lucknow,35,Rajeev Ranjan Tiwari Alias Raj Behari,M,IND,N/A,1949956,1949566,0,390,,,,
15092,2014,Uttar Pradesh,Lucknow,35,Vinay Prakash Mishra,M,IND,N/A,1949956,1949515,0,441,,,,
15093,2014,Uttar Pradesh,Lucknow,35,Nand Kumar Lodhi Rajpoot,M,RKSP,N/A,1949956,1949511,0,445,,,,
